TEXT;LABEL
Der Fokus der Grünen ist mal wieder antideutsch: antideutsch, weil sie sich nicht um unsere Wirte und Gastronomen sorgen, antideutsch, weil sie sich nicht um die alleinerziehende Mutter in Kurzarbeit kümmern, und antideutsch, weil sie unsere Landwirte ablehnen. Stattdessen konzentrieren sich die Grünen darauf, jetzt Schuldenschnitte für korrupte Diktaturen und afrikanische Familienclans zu erzwingen.;RACISM
Man erkennt, dass man viel zu lang weggeschaut hat, wie Parallelgesellschaften abdriften, wie Fundamentalisten ganze Viertel übernehmen. Laut einer Studie sehen 75 Prozent der europäischen Muslime den Koran als „wörtlich zu nehmen“ an.;RACISM
Wir sind auch in Deutschland durch die Migrationspolitik und die Ghettos in Duisburg, Köln, Berlin längst auf dem Weg in französische Verhältnisse. Ganz gewiss brauchen wir keine weitere Migration in Hunderttausenderstärke aus islamischen Ländern.;RACISM
Auch an deutschen Schulen bahnt sich eine Katastrophe an. Der Deutsche Lehrerverband spricht von einem „Klima der Einschüchterung“ durch muslimische Schüler und Eltern. Lehrerinnen klagen über muslimische Schüler, die sich gegenüber Frauen als Machos aufspielen.;RACISM
Sie kennen ihren Koran: Züchtigungsgebot gegen die Ehefrau. 50 Lehrer berichten laut der „Welt“ von muslimischen Schülern, die Lehrern offen drohen und sie beleidigen. Eine Lehrerin wird geohrfeigt, ungläubige Schüler verprügelt.;RACISM
Was wir dann hier nicht brauchen, sind Kopftuchlehrerinnen, die die nächste Generation Gefährder geistig einweisen.;RACISM
Das Kopftuch ist mitnichten ein Symbol des religiösen Islam, sondern des aggressiven, frauenverachtenden Islamismus.;RACISM
Paty starb, weil er seinen Schülern vermitteln wollte, was es heißt, frei zu sein. Aber Lehrer zu sein, ist in Zeiten der islamischen Masseneinwanderung zu einem Hochrisikoberuf geworden. Das wollen wir hier nicht!;RACISM
Auch der Messermord in Dresden war so eine Tat: Ein Pseudoflüchtling, er propagierte den Kampf gegen Ungläubige. So jemand wird in Deutschland weder abgeschoben noch vollzeitüberwacht.;RACISM
In immer mehr Städten und Regionen wachsen Gegengesellschaften, wuchern geradezu. Immer größere Teile koppeln sich von der französischen Gesellschaft ab, sie verachten den freiheitlichen Staat, sie spucken auf westliche Werte, orientieren sich an orientalischen Verhaltensweisen und Vorbildern;RACISM
Trotzdem arbeiten die Bundesregierung und die Bundesländer mit radikalen Islamverbänden zusammen, die von islamischen Staaten wie der Türkei, Katar, Saudi-Arabien gesteuert werden, wo der islamische Terrorismus zur Staatsräson gehört – beste Voraussetzungen zur Radikalisierung Hunderttausender junger männlicher Muslime in Deutschland, die ihre Wünsche in Deutschland nicht realisieren können.;RACISM
Immer mehr Altdeutsche buckeln für immer mehr Neudeutsche. Auf der einen Seite Kinder- und Altersarmut, auf der anderen Seite kinderreiche alimentierte Großfamilien. Liebe Bundesregierung, Sie sollten sich schämen!;RACISM
Das Bundesamt für Migration und Flüchtlinge muss nach drei bis fünf Jahren von Amts wegen prüfen, ob ein Schutzgrund noch besteht und gegebenenfalls den Status entziehen. Passiert das? In dieser Bananenrepublik offensichtlich nicht!;RACISM
Meine Damen und Herren! Ich habe mir jetzt sehr lange alle Reden zu diesem Thema angehört, und ich nehme wahr, dass es hier sehr wenige Menschen gibt, die irgendein Problem damit haben, dem deutschen Steuerzahler Abermilliarden für immer mehr ungesteuerte Massenmigration aufzubürden.;RACISM
Wenn ich Sie unangemeldet zu Hause besuche, wie viele Schwarzafrikaner, wie viele Syrer und wie viele Afghanen finde ich dann bei Ihnen am Abendbrottisch? Oder könnte es vielleicht sein, dass Sie die Migration immer nur mit dem Geld der anderen, aber nie mit dem eigenen Geld bezahlen wollen?;RACISM
Wenn man dann noch hinzunimmt, dass das Gesetz weder eine klare Qualifikation verlangt oder einen Nachweis der Gleichwertigkeit vor Einreise – ja, erst hier Beginn einer Ausbildung – noch eine Jobzusage – erst hier Jobsuche –, dann wird auch dem Letzten klar: Egal ob da überhaupt Fachkräfte kommen, Hauptsache außereuropäische Zuwanderung, meist aus islamischen Ländern oder Clangesellschaften, oft mit höherer Gewaltaffinität, überproportional repräsentiert in der Kriminalstatistik.;RACISM
Es ist doch klar, dass dieses Gesetz die Arbeitsmigration Unterqualifizierter weiter anheizt, dass die Armee afrikanischer Niedriglohnzuwanderer die Arbeitsmarktlage hier durch Lohndumping weiter verschlechtert.;RACISM
Wundert einen das noch bei einer Regierung, die jetzt wieder ohne Ende Milliarden Euro mal eben an das EU-Ausland verschenkt, beim globalen Migrationspakt, der Migration als Ziel an sich fördern will, bei Merkels Aushebelung von Dublin III, beim neuen EU-Migrationspakt mit ungebremstem Asyltourismus in Europa und Ausweitung der Kernfamilie?;RACISM
Das ist die No-Nations-No-Borders-Haltung dieser Regierung: auf Kosten der eigenen Bürger lieber den Import von Ausländern, als der Arbeitslosigkeit der eigenen Leute abzuhelfen. Diese Regierung ist so in ihrer antideutschen globalistischen Ideologie befangen, dass sie jedes soziale Gewissen gegenüber der eigenen Bevölkerung verloren hat.;RACISM
Iran, der Todfeind der Juden. Das Mullah-Regime möchte das Land Israel von der Landkarte tilgen. Ajatollah Khamenei bezeichnet Israel im Mai als „Krebsgeschwür“. Weltweit verbreiten die Mullahs den politischen Islam und fördern den Terrorismus.;RACISM
Berlin ist unterwürfig. Anbiederung an die Mörder-Mullahs.;RACISM
Anstatt die wirklichen Probleme für den Wohnungsmarkt anzugehen, wie die Binnenmigration, die Landflucht, die Migration innerhalb der EU, den ungehemmten Zuzug von illegalen Wirtschaftsmigranten,zu wenig Wohnungsbau in den Ballungszentren und die Zinspolitik der EZB, machen die Linken natürlich andere, realitätsferne Vorschläge, die – gewollt – Neiddebatten auslösen sollen.;RACISM
Sie packen Hartz IV, Sozialhilfe und das Asylbewerberleistungsgesetz in eine Box, schütteln kräftig und heraus kommt eine Melange, die niemandem wirklich schmecken wird – außer den Flüchtlingen, die sich über ein üppiges Taschengeld freuen werden. Genau hier setzt unser Antrag „Taschengeld für die in Heimen lebenden Bürger“ an.;RACISM
Durch märchenhafte Sozialleistungen und Anerkennung von Fantasieflüchtlingen werden massenhaft illegale Migranten aus afrikanischen und islamischen Ländern ins Land gelockt, in Hunderttausenderstärke.;RACISM
Die Wahrheit: Die leiden keine Not, zahlen vielmehr hohe Schlepperkosten. Die wirklich Hilfsbedürftigen tauchen nie auf.;RACISM
Fake News: Kulturelle Probleme würden durch Integration gelöst. Die Wahrheit: Die absehbare demografische Entwicklung zeigt dieser Klientel, dass Integration unnötig ist, und so verhalten sie sich auch. Wir sehen Besetzung des öffentlichen Raumes durch aggressive Männergruppen, steigende Kriminalitätsraten. Frauen können den öffentlichen Raum nicht mehr sicher betreten, Juden schon gar nicht. Eine Schande für Deutschland, meine Damen und Herren!;RACISM
Import des Menschenbilds des Islam und der Clangesellschaften – eine Kampfansage an unsere Freiheit!;RACISM
Demokratie ist dem Islam wesensfremd. Religion und Staat sind in ihm eine Einheit. Gewalt gegen Frauen und Andersgläubige ist Lehrstoff des Islam. Deshalb: Raus mit der Umsiedlungsmafia aus der Regierung!;RACISM
Und die Folgen Ihrer falschen Toleranz erleben wir täglich: Parallelgesellschaften, Clankriminalität und Gewalt. Oder mit Ihren Worten: eine blühende Party- und Eventszene.;RACISM
Wir entziehen anderen Ländern Arbeitskräfte, konterkarieren damit Entwicklungshilfe und schaffen uns zusätzlich noch kulturelle Probleme durch den Familiennachzug.;RACISM
Kultur als Mittel der Manipulation und Propaganda, um die Bürger als Alltagsrassisten zu brandmarken und wehrlos zu machen gegenüber der schrankenlosen Zuwanderung kulturfremder Migranten – das ist Ihr Plan.;RACISM
Wir werden Deutschland und seine Kultur erhalten als den einzigen Flecken Erde – hören Sie zu! –, an dem wir Deutsche uns wirklich zu Hause fühlen können.;RACISM
Schlagen wir der Hydra den Kopf ganz ab! Verbieten wir die Islamistenvereine! Schließen wir die Islamistenmoscheen! Schluss mit der Anbiederung an das Blutregime in Teheran!;RACISM
Da braucht ihr keine Sorgen haben, ich bin bei meinen Parteifreunden nicht gerade als Judenfreund bekannt.;RACISM
Für unser europäisches Abendland!;RACISM
"Warum sollen da Asylmissbraucher, welche sich das ""heilige Asylrecht"" unredlich erschlichen haben, unser Land freiwillig verlassen?";RACISM
Die Steiermark ist voller Minarette und Moscheen! Damit das nicht geschieht: Am 26. September Dr. Gerhard Kurzmann und die FPÖ wählen!;RACISM
Wie schön das die Gefängnisse Rekordumsätze vermelden, das wird Merkel besonders freuen wenn es sich um ihre Fachkräfte handelt, hier lebenslang, wo anders 10 Jahre, Jungfernstieg auch lebenslang, und alle anderen importierten Mörder, das summiert sich....aber 87% wollen das so.;RACISM
Ein anderer hat eine 63 Jährige umgebracht, 10 Jahre Haft, die Gefängnisse füllen sich recht schnell mit Merkels Gästen....;RACISM
Liebste Lügenprese, die von der Seawatch GESCHLEUSTEN Migranten dürfen an Land, muss es heißen....;RACISM
"Warum heißt es hier ""Flüchtlinge"", aber bei den drei Terror Verdächtigen ""Männer"", allerliebste Merkel...";RACISM
Warum wird hier ein Fass aufgemacht? Denen passiert doch nichts, die bekommen den All inclusiv Urlaub in der BRD Hängematte, werden weder abgeschoben, oder inhaftiert, was also soll dieser Blödsinn hier? Volksverarsche?;RACISM
"Komisch, wenn diese Klientel unter Terror Verdacht verhaftet wird werden die ""Männer"" genannt, entsteigen die aber nach der Erpressung ein Schiff sind es ""Geflüchtete""...schon seltsam wie sich Rassen weiter entwickeln";RACISM
"Heul leise, hören sie mein Lachen ob ihrer ""Empörung"" besser...herrlich, und nun stellen sie ihre Adresse online, es werden zehn ""Gerettete"" vor ihre Haustür gestellt, sie versorgen die, integrieren die, bezahlen deren Leben, Danke, allerliebster glaubwürdigster Gutmensch";RACISM
Nun, dann sind es wie bei der von Merkel importierten Gewalt, Mörder, nur eine Anreihung von vielen Einzelfällen, also nicht schlimm, das muss man tolerieren, verstehen, Einzeltäter, psychisch Krank, also die Empörung runter fahren....;RACISM
Merkel schloss auch eine PKW Maut aus, und das Mörder, Verbrecher mit der Invasion ins Land kommen, also was soll das Wort von einem solchen für einen Wert haben...;RACISM
Welcher Herkunft der Häftling hat braucht nicht extra erwähnt werden...ein Goldstück.;RACISM
Ein Paradies für von Merkel importierte Taschendiebe...think positive, es gibt immer Profiteure.;RACISM
"Komisch, sonst heißt diese Klientel bei Merkel immer, ""Flüchtlinge"", ""Schutzsuchende"", ""Asylbewerber"", warum hier nicht?";RACISM
Und wer hat diese mutmaßlichen Mörder, Terroristen in die BRD geschleust, denen mit Hilfe der Medien Tor und Tür geöffnet, na, versuchen sie es, nennen sie Merkel beim Namen, den Spaltkeil der BRD, EU, Gesellschaft.;RACISM
Wer sich die Polizeiberichte antut, weiß wie es um die importierte Deutschenfeindlichkeit bestellt ist. Danke, dass sie das Thema auch gegen den Willen von Merkel aufgreifen!;RACISM
Wie auch das Video des BAMF, das weiter für die Invasion, Asylmissbrauch in der BRD wirbt.;RACISM
"Und von diesen ""Männern"" hat Merkel hunderttausende importiert. Ist das nicht schön...";RACISM
Was ist eigendlich aus der Aufarbeitung der Invasion, welche von Merkel eingeleitet wurde, geworden. Man liest gar nichts darüber, alles geheim?;RACISM
Die sollten sie nach Syrien schicken. Da kann sie jeden Tag dummes Zeug labern. Mit der Einstellung hat sie in Deutschland nichts zu suchen.;RACISM
Die Südländer überfallen einen 22-jährigen in Neunkrichen. Es gibt keine andere Wahl. Wir sehen die Jetzigen interessiert doch gar nicht was jeden Tag passiert. Wir können uns nicht in unserem Land ausrauben, überfallen, zusammenschlagen, ermorden und vergewaltigen lassen.;RACISM
Herr Lindner, warum gehen sie in der Asylantenpolitik nicht auf die Meinungen der Bürger zu diesem Thema ein? Ich meine die kriminellen Asylanten sofort ausweisen.;RACISM
Warum tut Deutschland nichts um tote Deutsche zu verhindern? Nein, sie holen noch Straftäter ins Land. Wir haben keine Regierung mehr für Deutschland, nur noch für Ausland, Asylanten und Krimminelle.;RACISM
Familiennachzug: nein! Wenn die Grünen es wollen, sollen sie nach Syrien ziehen! Wir werden sie nicht vermissen.;RACISM
Wenn selbst die Türken über Syrerinvasion schimpfen ist es durchaus interessant!;RACISM
Kontrolle über die Frau ist erste Machtdemonstration der Mohammedkult-Chauvinisten!;RACISM
Wie wäre es statt Seenotrettung, bzw. krimineller Schleuserfährdienst, mal mit Bürgerrettung?;RACISM
Das ist die Priorität! Wenn das Abendland untergeht, sitzen wir alle in der Koranschule und lernen arabische Verse auswendig!;RACISM
Deutschstämmige sind deutsch. Aber nicht alle mit deutscher Staatsangehörigkeit!;RACISM
Heimat kann man auch dadurch verlieren, dass man zur Minderheit im eigenen Land wird.;RACISM
Nette Zusammenfassung, aber wenn sie der Schariapartei entgegengesetzt wird, gerne doch!;RACISM
"Die Phänome ""Rudelvergewaltigungen"" sowie ""Messermänner"" mit Schwerverletzten und Toten fehlen sogar in der Aufzählung. Es gab da die 200m lange ""Leine des Grauens"" vor dem Kanzleramt mit bedruckten DIN A4 Seiten, auf denen direkte Opfer der Völkerwanderung aufgelistet wurden!";RACISM
Probleme mit Merkelsiedlern: Parallelgesellschaften, kriminelle Familienclans, unterdurchschnittliche Bildungserfolge, überdurchschnittliche Transferleistungsbezüge, Antisemitismus, Islamismus, Frauendiskriminierung, Polygamie, Zwangsheirat, Kinderehen, Integrationsunwille.;RACISM
Ich verurteile Rassismus, der an unabänderliche phänotypische Merkmale anknüpft! Der Islam ist aber unter Arabern, Afrikanern, Europäern und sogar Chinesen zu finden und hat mit Rasse rein gar nichts zu tun.;RACISM
Das FBI unterscheidet in Weiße, Asiaten, Schwarze und Latinos. Nennen Sie es Rasse oder andere Spezies oder sonst was. Es gibt halt äußere Unterschiede, ja und?;RACISM
"Soll ich ihnen Videos aus Südafrika zeigen zum Thema Farmermorde oder Genozidaufrufen schwarzer Politiker? Sind Sie etwa antiweißer Rassist - unter Leugnung dieser Möglichkeit da ""strukturell"" nur weiße Rassisten sein können?";RACISM
"Um es deutlich zu sagen: echte (!) Rassisten finde ich widerlich! Niemand kann an angeborenem Phänotyp etwas ändern, man kann dafür niemand verurteilen. Aber man darf Verhalten kritisieren. Das liegt nämlich in der Verantwortung im Gegensatz zu ""Rasse""!";RACISM
Betrachten Sie knapp 60 Islamstaaten. Wie sind diese verfasst, welche Religionsfreiheit gilt? Wie werden sexuell Abweichende behandelt, Stellung der Frau? Betrachten Sie die jüngste Geschichte des Libanon - Umwälzung durch muslimische Zuwanderung! Was erwarten Sie Positives?;RACISM
Ich war übrigens jahrelang mit einer Brasilianerin mit dunklem Teint und krausen Haar liiert. Geradezu ein Paraderassist!;RACISM
Sie setzen Kritik der unmenschlichen Islampraxis mit Rassismus gleich? Sie scheinen mir nicht gerade die hellste Kerze auf der Torte zu sein.;RACISM
Sie haben doch eine veritable Vollmeise! Ich sehe Israel als Enklave von Freiheit und Demokratie inmitten feindseliger archaischer Islamdiktaturen, mit absoluten Verteidigungsrecht, und die deutsche Subventionierung der Hamas für unterirdische Doppelmoral!;RACISM
Was bewegt eigentlich jemand in einem aufgeklärten, säkular verfassten Staat, sich als Islam-Apologeten zu betätigen?;RACISM
Halten Sie den Islam eigentlich für eine tolerante Religion, die alle Menschen gleich wertschätzt, Frauen rechtlich gleichstellt, sexuelle Orientierung zur Privatsache erklärt, Kinderbräute als Missbrauch verbietet und weltweit durch gewaltfreie Haltung auffällt?;RACISM
Und wieder ein Stück Islamisierung!;RACISM
Schäuble meinte, er bewahre uns vor europäischer Inzucht und wir könnten viel von der herzlichen Art des Islam lernen! Irre!;RACISM
Afrika als Kontinent hat aber kein Problem mangels Rohstoffen oder Möglichkeiten. Es hat ein Intelligenzproblem. Punkt.;RACISM
"Ist es ""White Supremacy"", wenn man feststellt, dass Juden zu den Klügsten zählen, Asiaten im Schnitt 5% über den Weißen liegen, diese im Mittelfeld der Normalintelligenz, gefolgt von Latinos und Schlusslicht Schwarze?";RACISM
Und dann schwappt auch noch die am schnellsten gewachsene Religion aus der Wüste über uns. Die sind auch keine Minderheit mehr. WIR sind die bedrohte Minderheit!Wo bleibt der Minderheitenschutz für uns? Die PoC gewähren ihn nicht. Aber unsere eigenen Politiker auch nicht!;RACISM
Aktueller denn je, nachdem Sozialisten im Verbund mit Islamisten unter Schirmherrschaft von Globalisten unseren freiheitlichen, aufgeklärten, säkularen Westen der Welt des Tribalismus und Religionseifers und Pol-Pot-Wahnsinn ausliefern!;RACISM
Die Mühe und Tinte hätte er sich sparen können! Das wird nichts verändern, es werden weiterhin unschuldige Frauen-und Kinder, für den Profit der korrupten Asylindustrie geopfert. Die EU steigt über jede Frauen-und Kinderleiche, solange der Profit rollt!;RACISM
"Die korrupte,deutsche Bundesregierung, versucht mit allen Mitteln, die Lüge ""Bunt ist schön"" aufrecht zu erhalten. Wohlwissend das Multikulti blutrot ist und unschuldige Frauen, Kinder, alte Menschen tötet. Aber das ist denen ja egal.";RACISM
Die werden dann in Frankreich von Macron zum Abschlachten der eigenen Bevölkerung eingesetzt.Deutschland scheint auch noch nicht genügend Islam, Frauen-und Kinderschänder, Christen-und Judenhasser importiert zu haben.;RACISM
Die illegalen Invasoren wurden schön vom Fotografen in Szene gesetzt.;RACISM
Da wäre das arme Kind sicher vor dem Islam.;RACISM
Das ist der gelebte Islam, nicht das was der nette Nachbar, Taxifahrer oder der Obsthändler an der Ecke einem versucht ständig aufzuschwatzen. Der Islam sei die Toleranz und Güte selbst.;RACISM
Hab noch keinen Juden, Buddhisten auf europäischen Strassen gesehen, die Ihre Gebete in der Öffentlichkeit, im Alltag egal wo,ausüben.Religion sollte ausschließlich in vorhandenen Einrichtungen oder Zuhause ausgeübt werden. 50.000€ Strafe für beten in der Öffentlichkeit,Ende!;RACISM
Ich wäre dafür, die Polizisten zum Schutz der Synagogen abzuziehen, um klarzustellen, dass keine Gefahr durch islamische Antisemiten besteht. Mal sehen, wie lange es dauert bis der erste islamische Terroranschlag gegen Synagogen in Deutschland in den Schlagzeilen zu lesen ist.;RACISM
Die kriminellen Flüchtlinge und Schnorrertruppen, raus aus Deutschland. Aber sofort!;RACISM
Mit Obdachlosen kann man ja kein Geld verdienen. Aber mit noch so kriminellem Islam, afrikanischen Migranten, Asylanten und Flüchtlingen schon. Die werden mit Steuergeldern alimentiert und füllen die Kassen der korrupten Asylindustrie.;RACISM
Dreckiger MoslemBonus! Bald bekommen die kriminellen Zuwanderer, Mörder, Vergewaltiger, die Deutsche töten, noch das Bundesverdienstkreuz dafür überreicht.;RACISM
Wieviele islamische Terrortempel und Ausbildungsstätten für die islamischen Halbmondritter, werden noch gebaut?;RACISM
Exakt. Die Globale Elite sieht Saudi-Arabien und dessen Königsfamilie als Rollenmodell für das perfekte Feudalsystem ohne Volkswiderstand, und baut Europa gerade massiv in diesem Sinne um: Ansiedlung muslimischer Araber und Afrikaner im großen Stil, Islamisierung, IQ Senkung!;RACISM
Das Jahrhundertgenie Watson, Genforscher im Rang seltener Einzelgenies wie Archimedes, wurde von dummdreister linkoider Meute aus akademischen Ehren gejagt wegen der wissenschaftlichen Feststellung, dass Afrikaner genetisch bedingt durchschnittlich weniger Intelligenz haben.;RACISM
China besucht als erste Nation die Rückseite des Mondes. Wir kümmern uns um Rettung des Klimas, Ansiedlung muslimischer Araber und Afrikaner zur Vollalimentierung.;RACISM
Entweder ist es ein MoslemBonus oder ein AfrikaBonus. Alle islamischen und afrikanischen Straftäter in ihre Länder abschieben und dort der Gerichtsbarkeit überstellen und der gerechten Strafe zuführen!;RACISM
"Wer kauft den denn? Damit der ausgediente deutsche Diesel als ""Gute Tat"" nach Afrika verschifft wird, weil die keine Richtwerte haben?";RACISM
Wegen der Herkunft des Täters führen die Staatsmedien wieder die gewohnte Schuldkampagne gegen uns Deutsche. So etwas ähnliches war noch nie zu beobachten, wenn der Täter arabisch oder afrikanischer Herkunft war oder ist.;RACISM
Also, die Welt kann nur eine bessere werden, wenn Araber und Afrikaner barrierefrei reisen können und die gesamte Welt bereichern. Umgekehrt gilt das natürlich nicht, man will ja schließlich deren wertvolle Kultur nicht zerstören. Der weiße Mann ist zum Abschuss freigegeben.;RACISM
An Tagen wie diesen, sind wir unendlich froh, dass die Bundesregierung keine AIDS-Test von denen Menschen fordert, die sich illegal Zutritt verschaffen, selbst dann nicht wenn bekannt ist, dass sie aus Afrika kommen, wo AIDS weit verbreitet ist.;RACISM
Schwarze sind einfach dümmer als Weiße. Das weiß doch jeder und kann keiner leugnen!;RACISM
Ich frage mich, ob die Kriminalität der schwarzen und braunen Rasse nicht im Blut liegt. Schauen Sie sich doch mal die Kriminalitätsstatistiken in Deutschland an!;RACISM
Ich habe ja nicht gegen Schwarze. Meine ehemalige Haushälterin kam aus Schwarzafrika und die hat ihren Job recht gut gemacht. Da kann man nichts sagen. Aber die ganzen kriminellen Asylerschleicher, die kann man direkt in ihrem Schlauchboot zurück übers Mittelmeer schicken!;RACISM
Ein Afrikaner der in China lebt oder geboren ist, ist dann WAS? Africhinese. Das ist lachhaft. Es gibt nur eine Nationale Identität. Sie hängt von der Abstammung ab. Eine Ratte die im Pferdestall geboren wird, ist auch niemals ein Pferd. Darüber sollte wohl Einigkeit bestehen.;RACISM
Geld für Scheinasylanten ist in Hülle und Fülle da. Jetzt werden erst wieder Milliarden an Entwicklungshilfe nach Afrika verschenkt. Soll Deutschland wirklich vernichtet werden?;RACISM
Das war eine neue Aufforderung an den letzten Busch-Afrikaner, seine Koffer zu packen!;RACISM
Grenze kontrollieren und jeden unrechtmäßigen Einreiseversuch notfalls mit Waffengewalt verhindern. Die jungen Afrikaner müssen zurück.;RACISM
Die Afrika-Sache fliegt uns bald um die Ohren. Wir sind übersät mit Unkraut und das werden wir nie wieder los!;RACISM
Wenn die Hälfte der Moslems den Handschlag verweigert, hilft nur ein Tritt in den Allerwertesten, der sie zurückschickt nach Afrika.;RACISM
Abschieben, abschieben, abschieben! Alle Parasiten aus Afrika.;RACISM
Der Islam gehört nicht zu Deutschland! Auch keine schwarzen Afrikaner!;RACISM
Es ist nur und ausschließlich der Islam, also alle und jeder Moslem, die ein Problem mit der Menschheit haben! Im Islam habt ihr, die Gutmenschen, die Nazis, die ihr so verzweifelt bei den Deutschen sucht!;RACISM
Mittlerweile werden deutsche Frauen die Hilfe brauchen abgewiesen, weil nicht genug Plätze vorhanden sind. Ausländische Frauen belegen deutsche Frauenhäuser.;RACISM
Klar dürfen sich Ausländer in Deutschland niederlassen, aber das ist ganz klar eine Überfremdung unseres Landes.;RACISM
Davor haben sich die Grünen für jeden Scheinasylanten, jeden ausländischen Gewalttäter und jeden Islamisten eingesetzt.;RACISM
Klar doch immer hereinspaziert. Wir habens doch. Ausländer rein. Deutsche raus.;RACISM
Wer Multikulturalismus will muss damit leben, dass er auch Kulturen bekommt, die blöd sind.;RACISM
Deutsche haben Deutschland wieder aufgebaut,vorallem deutsche Frauen! Keine Türken oder sonstige!;RACISM
An jeder Ecke der Abschaum!Dieses Land ekelt mich an!;RACISM
Eine lebenswerte islamische Gesellschaft gibt es nirgends.;RACISM
